"zip","name","empflag","emp_nf","emp","qp1_nf","qp1","ap_nf","ap","est"
"44253","LITCHFIELD, OH",,"G",233,"G",1473,"G",6762,62
"44254","LODI, OH",,"G",1201,"G",7728,"G",32790,113
"44255","MANTUA, OH",,"G",1959,"G",14380,"G",59144,180
"44256","MEDINA, OH",,"G",23022,"G",171468,"G",723044,1690
"44258","MEDINA, OH","E","D",0,"D",0,"D",0,18
"44260","MOGADORE, OH",,"G",3255,"G",27157,"G",113662,250
"44262","MUNROE FALLS, OH",,"H",796,"H",7008,"H",31559,96
"44264","PENINSULA, OH",,"G",1827,"G",11196,"G",46200,109
"44265","RANDOLPH, OH","F","S",0,"H",5002,"H",21310,32
"44266","RAVENNA, OH",,"G",9657,"G",73131,"G",316060,686
"44270","RITTMAN, OH",,"G",1534,"G",12759,"G",53029,144
"44272","ROOTSTOWN, OH",,"G",952,"G",6156,"G",27767,103
"44273","SEVILLE, OH",,"G",2831,"G",20653,"G",84613,172
"44274","SHARON CENTER, OH",,"G",1096,"G",11728,"G",55426,41
"44275","SPENCER, OH",,"H",268,"H",2323,"H",9934,52
"44276","STERLING, OH",,"G",187,"G",1138,"G",5251,40
"44278","TALLMADGE, OH",,"G",6894,"G",52047,"G",225760,469
"44280","VALLEY CITY, OH",,"G",2968,"G",32624,"G",135811,180
"44281","WADSWORTH, OH",,"G",9596,"G",66764,"G",282981,707
"44282","WADSWORTH, OH",,"G",34,"H",240,"H",1060,10
"44285","WAYLAND, OH","B","D",0,"D",0,"D",0,2
"44286","RICHFIELD, OH",,"G",6619,"G",97773,"G",383505,300
"44287","WEST SALEM, OH",,"G",827,"G",6118,"G",25580,93
"44288","WINDHAM, OH","E","S",0,"S",0,"H",10215,42
"44301","AKRON, OH",,"G",3070,"G",31798,"G",131561,213
"44302","AKRON, OH",,"G",1285,"G",12817,"G",57726,97
"44303","AKRON, OH",,"G",2428,"G",15703,"G",63354,195
"44304","AKRON, OH",,"G",2784,"G",26723,"G",122473,182
"44305","AKRON, OH",,"G",8003,"G",153945,"G",523112,340
"44306","AKRON, OH",,"G",7943,"G",65969,"G",270300,423
"44307","AKRON, OH",,"G",6406,"G",60259,"G",262107,125
"44308","AKRON, OH",,"G",11002,"G",166064,"G",609422,454
"44309","AKRON, OH",,"G",4389,"G",46677,"G",201161,42
"44310","AKRON, OH",,"G",11038,"G",77111,"G",310187,674
"44311","AKRON, OH",,"G",5821,"G",51356,"G",214271,324
"44312","AKRON, OH",,"G",10824,"G",71124,"G",292367,696
"44313","AKRON, OH",,"G",8159,"G",64148,"G",267333,567
"44314","AKRON, OH",,"H",3560,"H",29192,"H",112775,253
"44315","AKRON, OH","E","D",0,"D",0,"D",0,7
"44316","AKRON, OH",,"G",343,"G",5132,"G",19633,14
"44317","AKRON, OH","F","D",0,"D",0,"D",0,5
"44319","AKRON, OH",,"G",6711,"G",38815,"G",165480,655
"44320","AKRON, OH",,"G",4790,"G",31460,"G",130241,380
"44321","AKRON, OH",,"G",4663,"G",43700,"G",172917,356
"44322","AKRON, OH",,"G",332,"G",1606,"G",6192,20
"44325","AKRON, OH",,"H",69,"G",354,"G",1579,12
"44326","AKRON, OH","A","D",0,"D",0,"D",0,2
"44333","AKRON, OH",,"G",19873,"G",207273,"G",812222,1217
"44334","FAIRLAWN, OH",,"G",80,"G",838,"G",3751,19
"44398","AKRON, OH","B","D",0,"D",0,"D",0,1
"44401","BERLIN CENTER, OH",,"G",187,"G",818,"G",4135,44
"44402","BRISTOLVILLE, OH","C","D",0,"D",0,"D",0,31
"44403","BROOKFIELD, OH",,"H",778,"G",6837,"H",24778,107
"44404","BURGHILL, OH",,"H",91,"H",437,"H",1821,10
"44405","CAMPBELL, OH",,"G",693,"H",4139,"H",35977,75
"44406","CANFIELD, OH",,"G",5881,"G",48353,"G",196490,642
"44408","COLUMBIANA, OH",,"G",4417,"G",28326,"G",126735,327
"44410","CORTLAND, OH",,"G",2942,"G",19844,"G",89285,340
"44411","DEERFIELD, OH",,"G",180,"G",760,"G",3814,22
"44412","DIAMOND, OH",,"G",241,"G",1618,"G",7118,40
"44413","EAST PALESTINE, OH",,"G",1385,"G",8227,"G",35770,154
"44415","ELKTON, OH","A","D",0,"D",0,"D",0,2
"44416","ELLSWORTH, OH",,"H",33,"H",125,"H",430,6
"44417","FARMDALE, OH",,"H",48,"H",199,"H",1023,18
"44418","FOWLER, OH",,"G",135,"G",686,"G",3060,17
"44420","GIRARD, OH",,"G",5135,"G",37937,"G",168208,330
"44422","GREENFORD, OH",,"G",63,"G",352,"G",1359,8
"44423","HANOVERTON, OH",,"G",176,"G",833,"G",3127,31
"44424","HARTFORD, OH",,"G",89,"G",640,"G",2866,8
"44425","HUBBARD, OH",,"G",3341,"G",20684,"G",90655,340
"44427","KENSINGTON, OH",,"G",81,"G",408,"G",1572,18
"44428","KINSMAN, OH",,"G",498,"G",3101,"G",13123,67
"44429","LAKE MILTON, OH",,"G",240,"G",867,"G",4266,42
"44430","LEAVITTSBURG, OH",,"G",485,"G",3541,"G",15058,36
"44431","LEETONIA, OH",,"H",533,"H",3476,"G",15347,74
"44432","LISBON, OH",,"G",2665,"H",16498,"H",67687,230
"44436","LOWELLVILLE, OH",,"G",737,"G",6259,"G",34236,69
"44437","MC DONALD, OH",,"G",465,"H",4082,"H",16631,46
"44438","MASURY, OH",,"G",1081,"H",8970,"G",37259,71
"44439","MESOPOTAMIA, OH","C","D",0,"D",0,"D",0,3
"44440","MINERAL RIDGE, OH",,"G",835,"G",5934,"G",24662,84
"44441","NEGLEY, OH",,"G",181,"G",1420,"G",6936,25
"44442","NEW MIDDLETOWN, OH",,"G",441,"G",1905,"G",9621,73
"44443","NEW SPRINGFIELD, OH",,"G",482,"G",3063,"G",12805,69
"44444","NEWTON FALLS, OH",,"G",1455,"G",8374,"G",35886,165
"44445","NEW WATERFORD, OH",,"H",287,"G",1398,"G",6286,54
"44446","NILES, OH",,"G",11925,"G",66736,"G",272826,621
"44449","NORTH BENTON, OH",,"G",34,"G",221,"G",989,10
"44450","NORTH BLOOMFIELD, OH","C","S",0,"H",666,"H",2959,22
"44451","NORTH JACKSON, OH",,"G",2547,"G",24545,"G",97316,128
"44452","NORTH LIMA, OH",,"G",2382,"G",17727,"G",77583,151
"44453","ORANGEVILLE, OH","B","S",0,"H",202,"H",914,8
"44454","PETERSBURG, OH",,"G",91,"G",627,"G",3288,18
"44455","ROGERS, OH",,"G",119,"G",626,"G",3520,21
"44460","SALEM, OH",,"G",10827,"G",78228,"G",329468,686
"44470","SOUTHINGTON, OH",,"G",160,"G",801,"G",3611,34
"44471","STRUTHERS, OH",,"G",2223,"G",12996,"G",50868,190
"44473","VIENNA, OH",,"H",1248,"H",8968,"H",38791,107
"44481","WARREN, OH",,"G",8170,"G",116361,"G",453639,358
"44482","WARREN, OH",,"H",945,"G",8849,"G",36149,37
"44483","WARREN, OH",,"H",16249,"H",156322,"H",721862,673
"44484","WARREN, OH",,"G",8424,"G",53691,"G",226303,609
"44485","WARREN, OH",,"G",2601,"G",18807,"G",78578,184
"44486","WARREN, OH","A","D",0,"D",0,"D",0,3
"44488","WARREN, OH","G","D",0,"D",0,"D",0,1
"44490","WASHINGTONVILLE, OH",,"G",113,"G",674,"G",2718,18
"44491","WEST FARMINGTON, OH",,"H",86,"G",354,"G",1613,24
"44492","WEST POINT, OH","A","D",0,"D",0,"D",0,1
"44493","WINONA, OH","B","D",0,"D",0,"D",0,5
"44501","YOUNGSTOWN, OH","I","D",0,"D",0,"D",0,58
"44502","YOUNGSTOWN, OH",,"G",4961,"G",40810,"G",163250,290
"44503","YOUNGSTOWN, OH",,"G",3738,"G",31060,"G",151887,214
"44504","YOUNGSTOWN, OH",,"H",2421,"H",14738,"H",60704,100
"44505","YOUNGSTOWN, OH",,"G",7567,"G",59087,"G",243420,496
"44506","YOUNGSTOWN, OH",,"G",348,"G",2390,"G",10815,44
"44507","YOUNGSTOWN, OH",,"G",1815,"G",14060,"G",50865,123
"44509","YOUNGSTOWN, OH",,"G",3618,"G",32154,"G",126905,280
"44510","YOUNGSTOWN, OH",,"G",1078,"G",18384,"G",64520,52
"44511","YOUNGSTOWN, OH",,"G",1604,"G",7541,"G",31455,175
"44512","YOUNGSTOWN, OH",,"G",25419,"G",158249,"G",654794,1581
"44513","YOUNGSTOWN, OH",,"H",964,"G",9826,"H",33583,45
"44514","YOUNGSTOWN, OH",,"G",5645,"G",31810,"G",140059,513
"44515","YOUNGSTOWN, OH",,"G",11655,"G",69335,"G",296979,706
"44555","YOUNGSTOWN, OH",,"H",175,"G",836,"G",2956,9
"44601","ALLIANCE, OH",,"G",13740,"G",84286,"G",353768,824
"44606","APPLE CREEK, OH",,"G",1083,"G",6572,"G",29130,160
"44607","AUGUSTA, OH","A","D",0,"D",0,"D",0,2
"44608","BEACH CITY, OH","E","D",0,"D",0,"D",0,43
"44609","BELOIT, OH",,"G",626,"G",2597,"G",12050,66
"44610","BERLIN, OH",,"G",1507,"G",9952,"G",39445,99
"44611","BIG PRAIRIE, OH","E","S",0,"H",2327,"H",8853,24
"44612","BOLIVAR, OH",,"G",1204,"G",8056,"G",36177,106
"44613","BREWSTER, OH",,"G",1117,"G",7942,"G",31029,30
"44614","CANAL FULTON, OH",,"G",2610,"H",16688,"H",69464,224
"44615","CARROLLTON, OH",,"G",2511,"G",12437,"G",54440,257
"44617","CHARM, OH",,"G",210,"H",1156,"H",6171,12
"44618","DALTON, OH",,"H",1339,"H",8837,"H",38896,119
"44619","DAMASCUS, OH",,"G",66,"G",395,"G",1585,11
"44620","DELLROY, OH",,"G",147,"G",576,"G",2776,16
"44621","DENNISON, OH",,"G",849,"G",6152,"G",22414,62
"44622","DOVER, OH",,"G",10145,"H",79514,"H",337260,566
"44624","DUNDEE, OH",,"G",778,"G",4779,"G",23015,94
"44625","EAST ROCHESTER, OH",,"G",51,"G",223,"G",1162,12
"44626","EAST SPARTA, OH",,"G",405,"G",2929,"G",14582,44
"44627","FREDERICKSBURG, OH",,"G",714,"G",4496,"G",18682,96
"44628","GLENMONT, OH",,"G",85,"G",439,"G",2046,11
"44629","GNADENHUTTEN, OH",,"G",458,"H",3243,"H",13666,43
"44630","GREENTOWN, OH",,"G",110,"G",574,"G",2422,24
"44632","HARTVILLE, OH",,"G",3781,"G",23247,"G",99624,389
"44633","HOLMESVILLE, OH",,"G",894,"H",5570,"H",24802,64
"44634","HOMEWORTH, OH","C","S",0,"H",692,"H",3822,32
"44636","KIDRON, OH",,"G",1144,"G",7431,"G",30836,47
"44637","KILLBUCK, OH",,"H",390,"H",2866,"H",11249,36
"44638","LAKEVILLE, OH",,"G",126,"G",751,"G",3104,20
"44639","LEESVILLE, OH","A","D",0,"D",0,"D",0,2
"44640","LIMAVILLE, OH",,"G",3,"S",0,"G",57,3
"44641","LOUISVILLE, OH",,"G",3615,"G",24535,"G",104090,326
"44643","MAGNOLIA, OH",,"G",342,"G",1498,"G",7389,55
"44644","MALVERN, OH",,"G",947,"G",6951,"G",28548,88
"44645","MARSHALLVILLE, OH",,"G",182,"G",1210,"G",5775,35
"44646","MASSILLON, OH",,"G",14385,"G",105067,"G",447882,908
"44647","MASSILLON, OH",,"G",3991,"G",27751,"G",119976,269
"44648","MASSILLON, OH","F","S",0,"H",6529,"H",22662,17
"44650","MAXIMO, OH",,"G",19,"G",45,"H",294,4
"44651","MECHANICSTOWN, OH","B","D",0,"D",0,"D",0,6
"44652","MIDDLEBRANCH, OH",,"G",101,"G",1528,"G",6914,11
"44653","MIDVALE, OH",,"G",299,"G",2099,"G",10728,18
"44654","MILLERSBURG, OH",,"G",7847,"G",48132,"G",215052,573
"44656","MINERAL CITY, OH",,"G",149,"H",1011,"H",4668,33
"44657","MINERVA, OH",,"G",3610,"G",34440,"G",132125,235
"44659","MOUNT EATON, OH","F","D",0,"D",0,"D",0,26
"44660","MOUNT HOPE, OH","G","D",0,"D",0,"D",0,13
"44661","NASHVILLE, OH","B","D",0,"D",0,"D",0,4
"44662","NAVARRE, OH",,"G",1855,"G",12840,"G",54561,159
"44663","NEW PHILADELPHIA, OH",,"G",11132,"G",70386,"G",314095,749
"44665","NORTH GEORGETOWN, OH",,"G",16,"G",65,"G",267,5
"44666","NORTH LAWRENCE, OH",,"G",252,"G",1483,"G",8055,52
"44667","ORRVILLE, OH",,"G",6291,"G",54805,"G",278358,334
"44669","PARIS, OH",,"G",171,"G",1182,"G",4768,23
"44670","ROBERTSVILLE, OH","A","D",0,"D",0,"D",0,5
"44671","SANDYVILLE, OH",,"G",17,"G",48,"G",192,3
"44672","SEBRING, OH",,"H",1477,"G",9948,"G",39818,82
"44675","SHERRODSVILLE, OH",,"G",190,"G",847,"G",3541,25
"44676","SHREVE, OH",,"G",690,"H",4255,"H",18608,72
"44677","SMITHVILLE, OH",,"G",683,"G",3196,"G",13993,69
"44678","SOMERDALE, OH","A","S",0,"S",0,"H",263,4
"44680","STRASBURG, OH",,"G",791,"G",4142,"G",17819,95
"44681","SUGARCREEK, OH",,"H",3249,"H",20680,"H",89042,261
"44682","TUSCARAWAS, OH","B","S",0,"G",113,"G",465,10
"44683","UHRICHSVILLE, OH",,"G",2116,"G",15287,"G",61384,165
"44685","UNIONTOWN, OH",,"G",7902,"G",69968,"G",289981,528
"44687","WALNUT CREEK, OH",,"G",659,"G",3213,"G",13663,30
"44688","WAYNESBURG, OH",,"H",779,"H",4449,"H",18821,82
"44689","WILMOT, OH",,"G",447,"G",1515,"G",6708,19
"44690","WINESBURG, OH",,"G",960,"G",6276,"G",26617,32
"44691","WOOSTER, OH",,"G",23390,"G",177950,"G",729993,1206
"44693","DEERSVILLE, OH","A","D",0,"D",0,"D",0,2
"44695","BOWERSTON, OH","F","S",0,"S",0,"H",15851,24
"44697","ZOAR, OH",,"G",69,"H",327,"G",1443,14
"44699","TIPPECANOE, OH",,"H",37,"G",119,"G",664,11
"44701","CANTON, OH","H","D",0,"D",0,"D",0,20
"44702","CANTON, OH",,"G",6326,"G",73261,"G",266442,347
"44703","CANTON, OH",,"G",1260,"G",10560,"G",40794,108
"44704","CANTON, OH",,"H",1451,"H",15192,"H",60332,61
"44705","CANTON, OH",,"G",5292,"G",36056,"G",156910,298
"44706","CANTON, OH",,"G",10748,"H",137540,"G",495397,392
"44707","CANTON, OH",,"G",5402,"G",51347,"G",207916,294
"44708","CANTON, OH",,"G",9828,"G",67523,"G",282654,644
"44709","CANTON, OH",,"G",5195,"G",25008,"G",109781,341
"44710","CANTON, OH",,"H",6709,"H",70806,"H",292402,104
"44711","CANTON, OH","F","D",0,"D",0,"D",0,13
"44714","CANTON, OH",,"G",1551,"G",7716,"G",32221,146
"44718","CANTON, OH",,"G",19941,"H",151740,"H",606482,1017
"44720","NORTH CANTON, OH",,"G",27716,"G",213231,"G",880114,1368
"44721","CANTON, OH",,"G",1457,"G",8652,"G",37521,205
"44730","EAST CANTON, OH",,"G",650,"G",3937,"G",17514,90
"44735","CANTON, OH",,"G",203,"G",2382,"G",12733,19
"44750","CANTON, OH","C","D",0,"D",0,"D",0,1
"44802","ALVADA, OH","E","D",0,"D",0,"D",0,22
"44804","ARCADIA, OH",,"G",145,"G",824,"G",4016,26
"44805","ASHLAND, OH",,"G",13924,"G",104877,"G",427532,779
"44807","ATTICA, OH",,"G",388,"G",2897,"G",11658,49
"44809","BASCOM, OH",,"H",97,"S",0,"H",1528,18
"44811","BELLEVUE, OH",,"G",4274,"G",35057,"G",142990,303
"44813","BELLVILLE, OH",,"G",1092,"G",5363,"G",23833,126
"44814","BERLIN HEIGHTS, OH",,"G",208,"G",1420,"G",6476,34
"44815","BETTSVILLE, OH","C","D",0,"D",0,"D",0,17
"44816","BIRMINGHAM, OH",,"G",385,"G",5760,"G",21712,13
"44817","BLOOMDALE, OH",,"G",81,"G",367,"G",1371,13
"44818","BLOOMVILLE, OH",,"H",202,"S",0,"H",3687,34
"44820","BUCYRUS, OH",,"H",7342,"H",54351,"H",212573,405
"44822","BUTLER, OH","C","S",0,"H",815,"H",4235,49
"44824","CASTALIA, OH",,"H",398,"H",2377,"H",11547,58
"44825","CHATFIELD, OH","B","D",0,"D",0,"D",0,8
"44826","COLLINS, OH",,"G",70,"G",247,"G",1862,21
"44827","CRESTLINE, OH",,"G",1321,"H",8767,"H",34767,126
"44828","FLAT ROCK, OH",,"G",175,"G",952,"G",4428,8
"44830","FOSTORIA, OH",,"G",6679,"G",54436,"G",218503,394
"44833","GALION, OH",,"G",4827,"G",33947,"G",147082,366
"44836","GREEN SPRINGS, OH",,"G",805,"G",4803,"G",21160,39
"44837","GREENWICH, OH",,"G",322,"G",2455,"G",10861,38
"44838","HAYESVILLE, OH",,"G",302,"G",2943,"G",10716,17
"44839","HURON, OH",,"H",3877,"H",32887,"H",138317,250
"44840","JEROMESVILLE, OH",,"H",233,"H",1046,"H",5592,45
"44841","KANSAS, OH",,"H",194,"H",1003,"H",3919,11
"44842","LOUDONVILLE, OH",,"G",1334,"G",7471,"G",33454,175
"44843","LUCAS, OH",,"G",146,"G",962,"G",3997,38
"44844","MC CUTCHENVILLE, OH",,"G",49,"G",203,"G",1047,15
"44845","MELMORE, OH","A","D",0,"D",0,"D",0,1
"44846","MILAN, OH",,"G",1898,"G",20701,"G",74710,112
"44847","MONROEVILLE, OH",,"G",1263,"G",11840,"G",46059,85
"44848","NANKIN, OH","A","D",0,"D",0,"D",0,2
"44849","NEVADA, OH",,"G",95,"G",423,"G",1826,24
"44850","NEW HAVEN, OH",,"G",54,"G",205,"G",864,10
"44851","NEW LONDON, OH",,"G",1267,"G",9199,"G",39661,92
"44853","NEW RIEGEL, OH",,"G",455,"G",2899,"G",13605,22
"44854","NEW WASHINGTON, OH",,"H",584,"H",3609,"H",15306,46
"44855","NORTH FAIRFIELD, OH",,"G",32,"H",200,"H",2344,11
"44856","NORTH ROBINSON, OH",,"G",21,"G",113,"G",489,5
"44857","NORWALK, OH",,"G",10183,"G",77634,"G",339903,644
"44859","NOVA, OH",,"H",134,"H",1067,"H",4442,24
"44861","OLD FORT, OH",,"G",250,"G",2684,"G",10789,6
"44862","ONTARIO, OH",,"H",294,"H",1418,"G",5706,19
"44864","PERRYSVILLE, OH",,"H",1303,"H",9281,"H",39693,60
"44865","PLYMOUTH, OH",,"G",333,"G",2270,"G",10044,37
"44866","POLK, OH",,"H",41,"G",218,"G",1033,17
"44867","REPUBLIC, OH","C","S",0,"S",0,"H",4278,33
"44870","SANDUSKY, OH",,"G",24170,"G",183961,"G",780323,1253
"44871","SANDUSKY, OH","C","S",0,"S",0,"H",4545,27
"44874","SAVANNAH, OH","B","S",0,"H",72,"H",303,5
"44875","SHELBY, OH",,"G",3568,"H",29227,"H",123102,245
"44878","SHILOH, OH",,"G",124,"G",562,"G",2533,24
"44880","SULLIVAN, OH","B","S",0,"H",406,"H",1939,20
"44881","SULPHUR SPRINGS, OH","A","D",0,"D",0,"D",0,1
"44882","SYCAMORE, OH",,"G",328,"G",1596,"G",7331,51
"44883","TIFFIN, OH",,"G",11823,"G",72690,"G",305471,760
"44887","TIRO, OH","B","S",0,"G",350,"G",1234,14
"44888","WILLARD, OH","G","D",0,"D",0,"D",0,1
"44889","WAKEMAN, OH",,"G",277,"G",1034,"G",4839,72
"44890","WILLARD, OH",,"G",3845,"G",26367,"G",108545,206
"44901","MANSFIELD, OH",,"G",467,"G",3740,"G",16204,36
"44902","MANSFIELD, OH",,"G",5658,"G",35572,"G",148405,356
"44903","MANSFIELD, OH",,"G",11110,"G",92124,"G",381880,474
"44904","MANSFIELD, OH",,"G",2971,"G",20109,"G",89145,222
"44905","MANSFIELD, OH",,"G",3486,"G",23415,"G",95165,265
"44906","MANSFIELD, OH",,"G",14781,"G",106428,"G",440759,706
"44907","MANSFIELD, OH",,"G",5882,"G",41916,"G",173715,389
"45001","ADDYSTON, OH","C","D",0,"D",0,"D",0,16
"45002","CLEVES, OH",,"G",2636,"G",20594,"G",95880,244
"45003","COLLEGE CORNER, OH","E","D",0,"D",0,"D",0,16
"45004","COLLINSVILLE, OH",,"G",17,"G",61,"G",230,5
"45005","FRANKLIN, OH",,"G",8478,"G",62253,"G",260593,560
"45011","HAMILTON, OH",,"G",15124,"G",114690,"G",478586,1076
"45012","HAMILTON, OH",,"G",134,"G",667,"G",2825,11
"45013","HAMILTON, OH",,"G",8393,"G",54254,"G",225651,723
"45014","FAIRFIELD, OH",,"G",30856,"H",301545,"H",1261848,1287
"45015","HAMILTON, OH",,"G",3501,"G",30027,"G",126329,220
"45018","FAIRFIELD, OH",,"G",88,"G",505,"G",2154,10
"45020","HAMILTON, OH","A","D",0,"D",0,"D",0,1
"45023","HAMILTON, OH","A","D",0,"D",0,"D",0,1
"45025","HAMILTON, OH","E","D",0,"D",0,"D",0,12
"45026","HAMILTON, OH","A","D",0,"D",0,"D",0,1
"45030","HARRISON, OH",,"G",7439,"G",63049,"G",259050,444
"45032","HARVEYSBURG, OH",,"G",54,"G",426,"G",1999,9
"45033","HOOVEN, OH",,"G",115,"G",658,"G",3118,7
"45034","KINGS MILLS, OH",,"H",1781,"S",0,"H",33838,20
"45036","LEBANON, OH",,"G",11957,"G",96268,"G",403444,723
"45039","MAINEVILLE, OH",,"G",3032,"G",23247,"G",95444,302
"45040","MASON, OH",,"G",32469,"G",442314,"G",1549025,1221
"45041","MIAMITOWN, OH",,"H",973,"H",7047,"H",32167,62
"45042","MIDDLETOWN, OH",,"G",6004,"G",49616,"G",204652,494
"45043","MIDDLETOWN, OH","G","D",0,"D",0,"D",0,8
"45044","MIDDLETOWN, OH",,"H",12686,"H",93600,"H",410282,765
"45050","MONROE, OH",,"G",7907,"H",76166,"H",341168,210
"45051","MOUNT SAINT JOSEPH, OH","E","D",0,"D",0,"D",0,3
"45052","NORTH BEND, OH",,"G",785,"H",8881,"G",37748,65
"45053","OKEANA, OH",,"G",186,"G",1213,"G",6451,47
"45054","OREGONIA, OH",,"H",141,"G",678,"G",3607,33
"45055","OVERPECK, OH",,"G",70,"G",688,"G",2351,4
"45056","OXFORD, OH",,"G",5032,"G",27538,"G",114371,388
"45061","ROSS, OH",,"G",250,"G",2563,"G",10495,27
"45062","SEVEN MILE, OH","B","D",0,"D",0,"D",0,8
"45063","SHANDON, OH",,"G",115,"G",842,"G",3946,17
"45064","SOMERVILLE, OH",,"G",322,"G",1819,"G",8010,31
"45065","SOUTH LEBANON, OH",,"G",194,"G",953,"G",4434,39
"45066","SPRINGBORO, OH",,"G",6881,"G",51089,"G",213182,543
"45067","TRENTON, OH",,"H",1658,"H",17865,"H",73789,116
"45068","WAYNESVILLE, OH",,"H",1211,"H",6243,"H",29129,178
"45069","WEST CHESTER, OH",,"G",26187,"G",248656,"G",990137,1444
"45070","WEST ELKTON, OH","A","D",0,"D",0,"D",0,4
"45071","WEST CHESTER, OH",,"G",59,"G",405,"G",1581,9
"45073","MONROE, OH","A","D",0,"D",0,"D",0,1
"45101","ABERDEEN, OH",,"G",771,"G",10018,"G",38447,31
"45102","AMELIA, OH",,"G",4743,"G",53227,"G",191257,334
"45103","BATAVIA, OH",,"G",8172,"G",74385,"G",325676,496
"45105","BENTONVILLE, OH","A","D",0,"D",0,"D",0,3
"45106","BETHEL, OH",,"G",955,"G",4372,"G",18119,142
"45107","BLANCHESTER, OH",,"G",2025,"H",16090,"H",68317,135
"45110","BUFORD, OH","A","D",0,"D",0,"D",0,1
"45111","CAMP DENNISON, OH","C","D",0,"D",0,"D",0,7
"45112","CHILO, OH","A","D",0,"D",0,"D",0,2
"45113","CLARKSVILLE, OH",,"G",181,"G",901,"G",4136,45
"45114","CUBA, OH","A","D",0,"D",0,"D",0,2
"45115","DECATUR, OH","A","D",0,"D",0,"D",0,2
"45118","FAYETTEVILLE, OH",,"G",291,"G",1370,"G",5773,45
"45119","FEESBURG, OH","A","D",0,"D",0,"D",0,1
"45120","FELICITY, OH",,"G",381,"G",2444,"G",10960,47
"45121","GEORGETOWN, OH",,"G",2152,"G",12530,"G",52916,160
"45122","GOSHEN, OH",,"G",833,"G",4794,"G",20264,130
"45123","GREENFIELD, OH",,"G",1943,"G",11712,"G",51745,146
"45130","HAMERSVILLE, OH",,"H",151,"H",514,"H",2721,31
"45131","HIGGINSPORT, OH","B","D",0,"D",0,"D",0,5
"45132","HIGHLAND, OH","A","D",0,"D",0,"D",0,1
"45133","HILLSBORO, OH",,"G",6416,"G",43315,"G",168940,485
"45135","LEESBURG, OH",,"G",789,"G",6182,"G",28786,38
"45138","LEES CREEK, OH","A","D",0,"D",0,"D",0,1
"45140","LOVELAND, OH",,"G",9977,"G",95865,"G",358839,885
"45142","LYNCHBURG, OH",,"G",184,"G",789,"G",3603,48
"45144","MANCHESTER, OH",,"G",394,"G",3552,"G",18886,41
"45146","MARTINSVILLE, OH","B","D",0,"D",0,"D",0,5
"45147","MIAMIVILLE, OH",,"G",225,"G",2627,"G",11496,14
"45148","MIDLAND, OH",,"G",25,"G",129,"G",947,11
"45150","MILFORD, OH",,"G",13746,"G",115245,"G",469452,953
"45152","MORROW, OH",,"H",536,"G",3347,"G",14488,118
"45153","MOSCOW, OH","E","D",0,"D",0,"D",0,17
"45154","MOUNT ORAB, OH",,"G",1619,"G",8544,"G",37860,136
"45155","MOWRYSTOWN, OH",,"G",24,"G",99,"G",457,4
"45156","NEVILLE, OH","A","D",0,"D",0,"D",0,1
"45157","NEW RICHMOND, OH",,"H",959,"S",0,"H",35696,124
"45158","NEWTONSVILLE, OH",,"G",17,"G",101,"G",314,5
"45159","NEW VIENNA, OH",,"H",527,"H",4672,"H",18878,38
"45160","OWENSVILLE, OH",,"G",471,"G",2560,"G",9995,38
"45162","PLEASANT PLAIN, OH",,"H",217,"H",1380,"H",6255,35
"45164","PORT WILLIAM, OH","A","D",0,"D",0,"D",0,1
"45167","RIPLEY, OH",,"G",766,"G",4726,"G",19609,61
"45168","RUSSELLVILLE, OH",,"H",90,"G",561,"G",2278,17
"45169","SABINA, OH",,"G",1572,"G",11643,"G",46575,63
"45171","SARDINIA, OH",,"G",460,"G",2274,"G",10613,54
"45172","SINKING SPRING, OH","A","S",0,"H",32,"H",123,3
"45174","TERRACE PARK, OH",,"G",175,"G",1489,"G",7206,47
"45176","WILLIAMSBURG, OH",,"H",1165,"H",8499,"H",36381,130
"45177","WILMINGTON, OH",,"G",20808,"G",207032,"G",790860,569
"45201","CINCINNATI, OH",,"H",373,"G",6307,"G",26031,21
"45202","CINCINNATI, OH",,"G",65774,"G",1398660,"G",5139388,2144
"45203","CINCINNATI, OH",,"G",7575,"G",76359,"G",304340,266
"45204","CINCINNATI, OH",,"G",2446,"G",19207,"G",80027,107
"45205","CINCINNATI, OH",,"H",1558,"G",9094,"G",37485,140
"45206","CINCINNATI, OH",,"G",10449,"G",100306,"G",425617,423
"45207","CINCINNATI, OH","H","D",0,"D",0,"D",0,80
"45208","CINCINNATI, OH",,"G",5544,"G",37245,"G",161355,553
"45209","CINCINNATI, OH",,"G",9083,"G",83457,"G",359085,462
"45210","CINCINNATI, OH",,"G",1435,"G",9465,"G",38290,78
"45211","CINCINNATI, OH",,"G",8226,"G",43485,"G",185160,642
"45212","CINCINNATI, OH",,"G",11928,"G",106622,"G",431730,481
"45213","CINCINNATI, OH",,"G",4545,"G",34674,"G",142505,222
"45214","CINCINNATI, OH",,"G",5391,"G",53197,"G",198916,294
"45215","CINCINNATI, OH",,"G",20815,"H",265332,"H",1082647,888
"45216","CINCINNATI, OH",,"G",5604,"G",69042,"G",271241,232
"45217","CINCINNATI, OH",,"G",3786,"G",39742,"G",169607,165
"45218","CINCINNATI, OH",,"G",382,"G",1986,"G",9246,55
"45219","CINCINNATI, OH",,"G",14157,"G",146702,"G",605407,432
