"zip","name","empflag","emp_nf","emp","qp1_nf","qp1","ap_nf","ap","est"
"54451","MEDFORD, WI",,"G",6419,"G",48009,"G",198826,350
"54452","MERRILL, WI",,"G",6571,"G",49261,"G",196697,416
"54454","MILLADORE, WI","C","D",0,"D",0,"D",0,20
"54455","MOSINEE, WI",,"G",5439,"G",50561,"G",208625,345
"54456","NEILLSVILLE, WI",,"G",2507,"G",14539,"G",63120,173
"54457","NEKOOSA, WI",,"G",1858,"G",16467,"G",68624,127
"54458","NELSONVILLE, WI","B","D",0,"D",0,"D",0,2
"54459","OGEMA, WI",,"G",111,"G",626,"G",2481,20
"54460","OWEN, WI",,"G",440,"H",3039,"H",13202,55
"54462","PEARSON, WI",,"G",52,"G",109,"G",510,8
"54463","PELICAN LAKE, WI","B","D",0,"D",0,"D",0,18
"54464","PHLOX, WI","A","S",0,"G",28,"G",132,4
"54465","PICKEREL, WI","B","S",0,"G",90,"G",533,11
"54466","PITTSVILLE, WI",,"G",329,"G",1813,"G",8534,53
"54467","PLOVER, WI",,"G",6475,"G",43925,"G",189365,344
"54469","PORT EDWARDS, WI","F","S",0,"S",0,"H",23030,20
"54470","RIB LAKE, WI",,"G",316,"G",1486,"G",6054,34
"54471","RINGLE, WI",,"G",92,"G",542,"G",2755,23
"54473","ROSHOLT, WI",,"G",209,"G",1397,"H",7579,47
"54474","ROTHSCHILD, WI",,"G",3872,"G",37784,"G",139738,123
"54475","RUDOLPH, WI","C","D",0,"D",0,"D",0,30
"54476","SCHOFIELD, WI",,"G",10957,"G",90718,"G",386426,531
"54479","SPENCER, WI",,"G",945,"G",7094,"G",30133,82
"54480","STETSONVILLE, WI",,"G",119,"G",759,"G",3011,19
"54481","STEVENS POINT, WI",,"G",20795,"G",182580,"G",723949,965
"54482","STEVENS POINT, WI","E","D",0,"D",0,"D",0,11
"54484","STRATFORD, WI",,"G",1303,"G",11254,"G",49025,90
"54485","SUMMIT LAKE, WI",,"H",28,"G",122,"G",477,12
"54486","TIGERTON, WI",,"G",287,"G",1382,"G",5591,44
"54487","TOMAHAWK, WI",,"G",3114,"G",28782,"G",108735,325
"54488","UNITY, WI",,"G",71,"G",405,"G",2121,16
"54489","VESPER, WI",,"H",311,"H",3419,"H",12835,27
"54490","WESTBORO, WI",,"G",74,"G",428,"G",1837,9
"54491","WHITE LAKE, WI",,"G",222,"G",1454,"G",6372,36
"54493","WILLARD, WI",,"G",79,"G",341,"G",1420,14
"54494","WISCONSIN RAPIDS, WI",,"G",10189,"G",91215,"G",374534,686
"54495","WISCONSIN RAPIDS, WI",,"H",3349,"H",32818,"H",143278,199
"54498","WITHEE, WI",,"G",286,"G",2034,"G",8669,42
"54499","WITTENBERG, WI","G","S",0,"H",6467,"H",28833,99
"54501","RHINELANDER, WI",,"G",8613,"G",67533,"G",271877,722
"54511","ARGONNE, WI",,"G",100,"G",653,"G",2943,32
"54512","BOULDER JUNCTION, WI",,"G",229,"G",971,"G",5950,54
"54513","BRANTWOOD, WI",,"H",42,"H",151,"H",606,11
"54514","BUTTERNUT, WI",,"G",235,"G",1254,"G",5007,42
"54515","CATAWBA, WI",,"G",35,"H",157,"G",714,17
"54517","CLAM LAKE, WI","B","D",0,"D",0,"D",0,3
"54519","CONOVER, WI",,"G",164,"G",758,"G",4072,46
"54520","CRANDON, WI",,"G",797,"G",4393,"G",17607,123
"54521","EAGLE RIVER, WI",,"G",2821,"G",15571,"G",74621,407
"54524","FIFIELD, WI",,"G",61,"G",243,"G",1388,14
"54525","GILE, WI","A","D",0,"D",0,"D",0,3
"54526","GLEN FLORA, WI",,"G",237,"G",1550,"G",6369,10
"54527","GLIDDEN, WI",,"H",159,"G",667,"G",2875,38
"54529","HARSHAW, WI","B","S",0,"G",185,"G",973,17
"54530","HAWKINS, WI","F","D",0,"D",0,"D",0,13
"54531","HAZELHURST, WI",,"H",185,"H",957,"H",4717,48
"54532","HEAFFORD JUNCTION, WI","A","D",0,"D",0,"D",0,1
"54534","HURLEY, WI",,"G",1160,"G",5672,"G",24310,113
"54536","IRON BELT, WI","A","D",0,"D",0,"D",0,4
"54537","KENNAN, WI","B","D",0,"D",0,"D",0,11
"54538","LAC DU FLAMBEAU, WI","G","S",0,"H",6820,"H",28374,30
"54539","LAKE TOMAHAWK, WI",,"G",59,"G",416,"G",1794,25
"54540","LAND O LAKES, WI",,"G",472,"G",3770,"G",12863,72
"54541","LAONA, WI","F","S",0,"H",2917,"H",12793,42
"54542","LONG LAKE, WI",,"H",77,"G",629,"G",2630,17
"54543","MC NAUGHTON, WI","B","D",0,"D",0,"D",0,3
"54545","MANITOWISH WATERS, WI",,"G",324,"G",1367,"G",6659,58
"54546","MELLEN, WI","F","S",0,"H",3821,"H",13055,33
"54547","MERCER, WI",,"G",376,"G",2069,"G",8976,65
"54548","MINOCQUA, WI",,"G",3255,"H",26565,"G",109785,369
"54550","MONTREAL, WI","A","S",0,"G",40,"H",605,10
"54552","PARK FALLS, WI",,"H",2538,"H",16703,"H",72041,171
"54554","PHELPS, WI",,"G",246,"G",1016,"G",6794,45
"54555","PHILLIPS, WI",,"G",1798,"G",15047,"G",61387,176
"54556","PRENTICE, WI",,"G",507,"G",4762,"G",16418,41
"54557","PRESQUE ISLE, WI",,"G",123,"G",524,"G",2075,35
"54558","SAINT GERMAIN, WI",,"H",517,"G",3097,"G",13206,106
"54559","SAXON, WI","B","S",0,"S",0,"H",495,12
"54560","SAYNER, WI",,"G",110,"G",577,"G",2680,33
"54561","STAR LAKE, WI",,"G",8,"H",45,"H",192,3
"54562","THREE LAKES, WI",,"G",430,"G",2327,"G",11731,102
"54563","TONY, WI","B","D",0,"D",0,"D",0,8
"54564","TRIPOLI, WI",,"G",10,"H",44,"H",184,3
"54565","UPSON, WI","B","D",0,"D",0,"D",0,2
"54566","WABENO, WI",,"G",355,"G",2283,"G",9997,40
"54568","WOODRUFF, WI",,"H",1859,"H",12502,"H",59079,203
"54601","LA CROSSE, WI",,"G",30011,"G",257082,"G",1038857,1294
"54602","LA CROSSE, WI",,"G",1349,"G",14315,"G",56364,53
"54603","LA CROSSE, WI",,"G",9380,"G",68336,"G",288061,509
"54610","ALMA, WI",,"G",564,"G",6869,"G",25528,52
"54611","ALMA CENTER, WI",,"H",179,"H",1150,"H",4564,19
"54612","ARCADIA, WI",,"G",5653,"G",55705,"G",216123,111
"54613","ARKDALE, WI",,"H",95,"G",457,"G",2454,23
"54614","BANGOR, WI",,"G",472,"G",2619,"G",10830,55
"54615","BLACK RIVER FALLS, WI",,"H",5388,"H",42325,"G",190217,272
"54616","BLAIR, WI",,"G",433,"G",2367,"G",10340,53
"54618","CAMP DOUGLAS, WI","C","S",0,"H",983,"H",4099,32
"54619","CASHTON, WI",,"G",412,"G",2421,"G",10366,57
"54621","CHASEBURG, WI",,"G",89,"G",480,"H",2555,16
"54622","COCHRANE, WI",,"G",292,"H",2104,"H",9227,37
"54623","COON VALLEY, WI",,"H",256,"H",1682,"H",8211,34
"54624","DE SOTO, WI",,"G",107,"G",549,"G",2134,20
"54625","DODGE, WI",,"G",19,"H",142,"H",555,7
"54626","EASTMAN, WI",,"H",50,"G",220,"G",995,15
"54627","ETTRICK, WI",,"G",257,"G",1345,"G",5536,40
"54628","FERRYVILLE, WI",,"G",43,"G",108,"G",648,15
"54629","FOUNTAIN CITY, WI",,"G",394,"G",1822,"G",7796,57
"54630","GALESVILLE, WI",,"G",897,"G",6421,"G",26198,80
"54631","GAYS MILLS, WI",,"G",183,"G",1110,"G",5180,37
"54632","GENOA, WI",,"G",184,"G",2635,"G",10201,14
"54634","HILLSBORO, WI",,"G",750,"G",5487,"G",24599,93
"54635","HIXTON, WI",,"G",173,"G",564,"G",3032,40
"54636","HOLMEN, WI",,"G",2089,"G",11667,"G",50303,242
"54637","HUSTLER, WI","B","D",0,"D",0,"D",0,5
"54638","KENDALL, WI",,"G",232,"G",1634,"G",7217,32
"54639","LA FARGE, WI",,"G",170,"G",842,"G",3836,42
"54641","MATHER, WI","B","D",0,"D",0,"D",0,1
"54642","MELROSE, WI",,"H",203,"G",808,"G",3753,39
"54643","MILLSTON, WI","B","D",0,"D",0,"D",0,4
"54644","MINDORO, WI",,"G",122,"G",525,"G",2416,22
"54645","MOUNT STERLING, WI","A","S",0,"H",37,"H",215,4
"54646","NECEDAH, WI",,"G",678,"G",4759,"G",18857,74
"54648","NORWALK, WI",,"G",75,"G",613,"G",3038,21
"54649","OAKDALE, WI","A","D",0,"D",0,"D",0,2
"54650","ONALASKA, WI",,"G",11485,"G",79710,"G",331269,620
"54651","ONTARIO, WI",,"G",75,"G",448,"G",1716,23
"54652","READSTOWN, WI",,"G",160,"H",477,"H",2226,22
"54653","ROCKLAND, WI","C","D",0,"D",0,"D",0,12
"54654","SENECA, WI",,"G",60,"G",265,"G",1352,8
"54655","SOLDIERS GROVE, WI","C","D",0,"D",0,"D",0,23
"54656","SPARTA, WI",,"G",5517,"G",38387,"G",154147,380
"54657","STEUBEN, WI","A","D",0,"D",0,"D",0,1
"54658","STODDARD, WI",,"G",178,"G",736,"G",3582,31
"54659","TAYLOR, WI",,"G",206,"H",2324,"H",11501,21
"54660","TOMAH, WI",,"G",8667,"G",67644,"G",276338,391
"54661","TREMPEALEAU, WI",,"H",327,"G",1667,"G",7576,53
"54664","VIOLA, WI","E","D",0,"D",0,"D",0,27
"54665","VIROQUA, WI",,"G",3301,"H",20217,"H",85286,250
"54666","WARRENS, WI",,"G",522,"G",2747,"G",10506,43
"54667","WESTBY, WI",,"G",1018,"G",7160,"G",30210,107
"54669","WEST SALEM, WI",,"G",2269,"G",15249,"G",66324,186
"54670","WILTON, WI",,"G",214,"G",1847,"G",7969,18
"54701","EAU CLAIRE, WI",,"G",26927,"G",203307,"G",881895,1437
"54702","EAU CLAIRE, WI",,"G",1748,"G",18031,"G",70774,50
"54703","EAU CLAIRE, WI",,"G",19051,"G",177352,"G",687111,901
"54720","ALTOONA, WI",,"G",2063,"G",15287,"G",66143,174
"54721","ARKANSAW, WI",,"G",56,"G",273,"G",1095,17
"54722","AUGUSTA, WI",,"G",746,"G",4613,"G",19157,73
"54723","BAY CITY, WI",,"G",57,"G",335,"G",1331,18
"54724","BLOOMER, WI",,"G",2035,"G",13807,"G",63520,210
"54725","BOYCEVILLE, WI",,"G",214,"G",1157,"G",4902,43
"54726","BOYD, WI",,"G",120,"G",653,"G",2405,26
"54727","CADOTT, WI",,"G",513,"G",2802,"G",13316,81
"54728","CHETEK, WI",,"G",1372,"G",9129,"G",40751,158
"54729","CHIPPEWA FALLS, WI",,"G",12921,"G",99689,"G",412588,788
"54730","COLFAX, WI",,"G",619,"H",3297,"G",14837,90
"54731","CONRATH, WI",,"G",39,"G",154,"G",636,7
"54732","CORNELL, WI",,"H",551,"H",3415,"H",15126,74
"54733","DALLAS, WI",,"G",160,"G",1209,"G",4820,18
"54734","DOWNING, WI",,"G",114,"G",718,"G",2943,14
"54735","DOWNSVILLE, WI","B","D",0,"D",0,"D",0,7
"54736","DURAND, WI",,"G",1437,"G",10466,"G",46699,159
"54737","EAU GALLE, WI",,"G",18,"G",75,"G",364,7
"54738","ELEVA, WI",,"G",292,"G",1628,"G",7319,55
"54739","ELK MOUND, WI",,"G",217,"G",1348,"G",6060,62
"54740","ELMWOOD, WI",,"G",355,"G",2087,"G",9067,38
"54741","FAIRCHILD, WI",,"G",88,"G",259,"G",1558,19
"54742","FALL CREEK, WI",,"G",565,"G",3001,"G",13116,76
"54743","GILMANTON, WI",,"G",8,"G",51,"G",270,5
"54745","HOLCOMBE, WI",,"G",211,"G",982,"G",4521,61
"54746","HUMBIRD, WI","A","D",0,"D",0,"D",0,4
"54747","INDEPENDENCE, WI",,"G",350,"G",2072,"G",8913,49
"54748","JIM FALLS, WI",,"G",206,"G",1932,"G",7399,20
"54749","KNAPP, WI",,"H",118,"G",974,"G",6634,18
"54750","MAIDEN ROCK, WI",,"G",198,"G",2207,"G",15211,19
"54751","MENOMONIE, WI",,"G",11017,"G",81988,"G",342357,632
"54754","MERRILLAN, WI",,"G",107,"G",186,"G",887,21
"54755","MONDOVI, WI","H","D",0,"D",0,"D",0,163
"54756","NELSON, WI",,"G",113,"G",626,"G",2137,16
"54757","NEW AUBURN, WI",,"H",328,"H",1421,"H",6928,55
"54758","OSSEO, WI",,"G",1370,"G",9988,"G",40676,115
"54759","PEPIN, WI",,"G",262,"H",1018,"H",4611,33
"54760","PIGEON FALLS, WI",,"H",84,"G",525,"G",2664,13
"54761","PLUM CITY, WI",,"H",177,"H",725,"H",3349,24
"54762","PRAIRIE FARM, WI",,"G",126,"G",510,"G",2337,27
"54763","RIDGELAND, WI","C","S",0,"H",1198,"H",4930,25
"54764","ROCK FALLS, WI","A","D",0,"D",0,"D",0,1
"54765","SAND CREEK, WI",,"G",15,"G",105,"G",508,6
"54766","SHELDON, WI","B","S",0,"H",470,"G",2588,28
"54767","SPRING VALLEY, WI",,"G",557,"G",2923,"G",12756,85
"54768","STANLEY, WI",,"G",884,"G",5433,"G",24463,111
"54769","STOCKHOLM, WI",,"H",46,"G",80,"G",607,21
"54770","STRUM, WI","E","S",0,"H",2301,"H",9379,41
"54771","THORP, WI",,"G",982,"H",6163,"H",30520,104
"54772","WHEELER, WI",,"G",120,"G",606,"G",2444,14
"54773","WHITEHALL, WI",,"G",1395,"G",8739,"G",36025,84
"54801","SPOONER, WI",,"G",2150,"G",12267,"G",52392,269
"54805","ALMENA, WI",,"H",444,"H",3662,"H",15448,42
"54806","ASHLAND, WI",,"G",6023,"G",44066,"G",198502,422
"54810","BALSAM LAKE, WI",,"G",1010,"G",4614,"G",16250,78
"54812","BARRON, WI",,"G",2641,"G",17507,"G",71706,146
"54813","BARRONETT, WI","C","D",0,"D",0,"D",0,15
"54814","BAYFIELD, WI",,"G",474,"G",2169,"G",11816,109
"54816","BENOIT, WI","B","D",0,"D",0,"D",0,4
"54817","BIRCHWOOD, WI",,"G",439,"G",2416,"G",10023,64
"54818","BRILL, WI",,"G",6,"G",22,"G",121,4
"54819","BRUCE, WI",,"G",237,"G",1188,"G",5066,42
"54820","BRULE, WI",,"G",87,"G",419,"G",2163,25
"54821","CABLE, WI",,"G",474,"G",2401,"G",10719,75
"54822","CAMERON, WI",,"G",596,"G",3993,"G",17916,95
"54824","CENTURIA, WI",,"G",232,"G",1984,"G",8459,39
"54826","COMSTOCK, WI",,"G",53,"G",352,"G",1787,11
"54827","CORNUCOPIA, WI",,"G",44,"G",99,"G",617,12
"54828","COUDERAY, WI","A","D",0,"D",0,"D",0,10
"54829","CUMBERLAND, WI",,"G",1672,"G",11721,"G",51956,159
"54830","DANBURY, WI",,"G",314,"G",1656,"G",7313,69
"54832","DRUMMOND, WI",,"H",45,"S",0,"H",1231,13
"54835","EXELAND, WI","B","S",0,"H",220,"H",1502,17
"54836","FOXBORO, WI",,"G",52,"G",135,"G",810,10
"54837","FREDERIC, WI",,"G",780,"G",4130,"G",18273,97
"54838","GORDON, WI",,"G",56,"G",207,"G",1091,25
"54839","GRAND VIEW, WI","A","D",0,"D",0,"D",0,1
"54840","GRANTSBURG, WI",,"G",1553,"G",11089,"G",49910,124
"54841","HAUGEN, WI",,"G",55,"G",218,"G",979,9
"54842","HAWTHORNE, WI",,"G",140,"G",678,"G",2995,7
"54843","HAYWARD, WI",,"G",4738,"G",32260,"G",139710,606
"54844","HERBSTER, WI",,"G",12,"G",76,"G",361,6
"54846","HIGH BRIDGE, WI",,"G",17,"H",140,"H",601,6
"54847","IRON RIVER, WI",,"G",442,"G",2201,"G",10571,79
"54848","LADYSMITH, WI",,"G",3252,"G",20036,"G",86640,181
"54849","LAKE NEBAGAMON, WI","C","S",0,"H",998,"G",4747,41
"54850","LA POINTE, WI",,"G",143,"G",879,"G",4925,30
"54853","LUCK, WI",,"G",883,"G",4989,"G",20919,108
"54854","MAPLE, WI",,"H",29,"G",109,"G",529,13
"54855","MARENGO, WI",,"H",42,"G",253,"G",1503,15
"54856","MASON, WI",,"G",200,"G",1503,"G",8608,22
"54857","MIKANA, WI","A","D",0,"D",0,"D",0,4
"54858","MILLTOWN, WI",,"G",252,"H",1592,"H",7155,48
"54859","MINONG, WI",,"G",760,"G",9358,"G",34615,59
"54861","ODANAH, WI","B","D",0,"D",0,"D",0,3
"54862","OJIBWA, WI",,"G",33,"G",100,"G",531,10
"54864","POPLAR, WI","C","S",0,"H",1819,"H",6920,26
"54865","PORT WING, WI",,"G",37,"G",114,"G",580,8
"54867","RADISSON, WI",,"G",103,"G",677,"G",3407,17
"54868","RICE LAKE, WI",,"H",8874,"H",64381,"H",273331,598
"54870","SARONA, WI",,"G",133,"G",836,"G",3896,41
"54871","SHELL LAKE, WI",,"H",811,"H",3944,"H",16829,74
"54872","SIREN, WI",,"G",856,"G",3913,"G",17212,129
"54873","SOLON SPRINGS, WI",,"H",281,"G",1319,"G",6094,60
"54874","SOUTH RANGE, WI",,"G",103,"G",518,"G",2190,30
"54875","SPRINGBROOK, WI","B","S",0,"H",323,"H",1370,18
"54876","STONE LAKE, WI",,"G",131,"G",653,"G",3059,47
"54880","SUPERIOR, WI",,"G",13145,"G",100736,"G",423177,851
"54888","TREGO, WI",,"G",228,"G",1093,"G",5202,42
"54889","TURTLE LAKE, WI",,"G",800,"G",5026,"G",21537,75
"54890","WASCOTT, WI","A","D",0,"D",0,"D",0,3
"54891","WASHBURN, WI",,"H",585,"H",2672,"H",11885,91
"54893","WEBSTER, WI",,"G",584,"G",3544,"G",17017,99
"54895","WEYERHAEUSER, WI",,"G",96,"G",562,"G",2472,15
"54896","WINTER, WI",,"G",174,"G",835,"G",3764,52
"54901","OSHKOSH, WI",,"G",15228,"G",115861,"G",462066,808
"54902","OSHKOSH, WI",,"G",7857,"G",59263,"G",260828,500
"54903","OSHKOSH, WI",,"G",5735,"G",83409,"G",329749,51
"54904","OSHKOSH, WI",,"G",8786,"G",70207,"G",314234,482
"54909","ALMOND, WI",,"G",132,"G",719,"G",4616,37
"54911","APPLETON, WI",,"G",24796,"G",250341,"G",1009086,1024
"54912","APPLETON, WI",,"G",3298,"G",34949,"G",138755,78
"54913","APPLETON, WI",,"G",9715,"G",71329,"G",344862,622
"54914","APPLETON, WI",,"G",19445,"G",171800,"G",718873,1035
"54915","APPLETON, WI",,"G",19093,"G",142133,"G",579378,808
"54919","APPLETON, WI","G","D",0,"D",0,"D",0,13
"54921","BANCROFT, WI",,"H",155,"H",911,"H",4458,27
"54922","BEAR CREEK, WI","C","D",0,"D",0,"D",0,17
"54923","BERLIN, WI",,"G",3429,"G",26073,"G",115817,219
"54926","BIG FALLS, WI",,"G",2,"G",7,"G",26,3
"54927","BUTTE DES MORTS, WI",,"G",42,"G",96,"G",404,4
"54928","CAROLINE, WI","A","S",0,"G",22,"G",113,8
"54929","CLINTONVILLE, WI",,"H",3212,"G",23353,"H",94976,194
"54930","COLOMA, WI",,"G",343,"G",2064,"G",8064,46
"54931","DALE, WI",,"G",327,"G",2045,"G",8783,28
"54932","ELDORADO, WI","C","D",0,"D",0,"D",0,21
"54933","EMBARRASS, WI",,"G",32,"G",196,"G",768,13
"54934","EUREKA, WI",,"G",14,"G",104,"G",684,4
"54935","FOND DU LAC, WI",,"G",22813,"G",190025,"G",762075,1240
"54936","FOND DU LAC, WI","H","D",0,"D",0,"D",0,50
"54937","FOND DU LAC, WI",,"G",5310,"G",37887,"G",166722,291
"54940","FREMONT, WI","E","S",0,"H",1512,"H",7552,68
"54941","GREEN LAKE, WI",,"G",1175,"G",7920,"G",35927,112
"54942","GREENVILLE, WI",,"G",3468,"G",38293,"G",177140,207
"54943","HANCOCK, WI",,"H",86,"G",297,"G",1316,18
"54944","HORTONVILLE, WI",,"G",1136,"G",8033,"G",34704,158
"54945","IOLA, WI",,"G",875,"H",6104,"H",24963,76
"54946","KING, WI","B","S",0,"S",0,"G",2838,5
"54947","LARSEN, WI",,"G",133,"G",576,"G",2496,32
"54948","LEOPOLIS, WI",,"G",19,"G",175,"G",763,5
"54949","MANAWA, WI",,"G",1143,"G",9454,"G",40514,83
"54950","MARION, WI","F","D",0,"D",0,"D",0,71
"54952","MENASHA, WI",,"G",9046,"G",90308,"G",365746,494
"54956","NEENAH, WI",,"G",29735,"H",395679,"H",1523938,1000
"54957","NEENAH, WI",,"G",3047,"G",35860,"G",142202,31
"54960","NESHKORO, WI",,"G",292,"G",1997,"G",8242,39
"54961","NEW LONDON, WI",,"H",5542,"H",44393,"H",189195,322
"54962","OGDENSBURG, WI",,"G",42,"G",251,"G",1142,17
"54963","OMRO, WI",,"G",846,"G",5406,"G",23274,108
"54964","PICKETT, WI",,"G",98,"G",479,"G",2295,18
"54965","PINE RIVER, WI",,"G",16,"G",48,"G",270,8
"54966","PLAINFIELD, WI",,"H",524,"H",2969,"H",16562,53
"54967","POY SIPPI, WI",,"G",108,"G",410,"G",1712,14
"54968","PRINCETON, WI",,"H",584,"H",3638,"H",17391,79
"54969","READFIELD, WI",,"G",46,"G",479,"G",2292,6
"54970","REDGRANITE, WI",,"G",560,"G",2585,"G",10634,46
"54971","RIPON, WI",,"G",5833,"G",41282,"G",174573,310
"54974","ROSENDALE, WI",,"G",386,"G",2120,"G",9265,31
"54976","SAXEVILLE, WI","A","D",0,"D",0,"D",0,4
"54977","SCANDINAVIA, WI",,"G",103,"G",553,"G",2168,21
"54978","TILLEDA, WI","B","D",0,"D",0,"D",0,3
"54979","VAN DYNE, WI",,"G",203,"G",925,"G",4344,20
"54980","WAUKAU, WI","A","D",0,"D",0,"D",0,2
"54981","WAUPACA, WI",,"H",6620,"H",57431,"H",228536,474
"54982","WAUTOMA, WI",,"G",2302,"G",11804,"G",49157,211
"54983","WEYAUWEGA, WI",,"G",1186,"G",9080,"G",38804,95
"54984","WILD ROSE, WI",,"G",599,"G",3438,"G",14391,62
"54985","WINNEBAGO, WI","F","D",0,"D",0,"D",0,4
"54986","WINNECONNE, WI",,"G",838,"G",5224,"G",23457,97
"55001","AFTON, MN",,"G",402,"G",3081,"G",13168,84
"55002","ALMELUND, MN",,"G",6,"H",48,"H",194,3
"55003","BAYPORT, MN",,"G",4086,"G",113650,"G",289309,60
"55005","BETHEL, MN",,"G",565,"H",3857,"H",16987,89
"55006","BRAHAM, MN",,"G",554,"G",4313,"G",16189,66
"55007","BROOK PARK, MN",,"H",88,"H",353,"G",1850,26
"55008","CAMBRIDGE, MN",,"G",6190,"G",52078,"G",207663,409
"55009","CANNON FALLS, MN",,"G",3007,"G",25273,"G",108691,258
"55010","CASTLE ROCK, MN",,"H",61,"G",394,"G",1967,9
"55011","CEDAR, MN",,"G",1264,"G",9715,"G",44464,239
"55012","CENTER CITY, MN",,"G",1263,"G",9153,"G",40623,55
"55013","CHISAGO CITY, MN",,"H",1589,"G",8895,"G",39216,160
"55014","CIRCLE PINES, MN",,"G",5371,"G",47965,"G",198349,502
"55016","COTTAGE GROVE, MN",,"H",5326,"G",49523,"H",189152,412
"55017","DALBO, MN",,"G",58,"G",442,"G",2012,13
"55018","DENNISON, MN",,"G",194,"G",1974,"G",8021,29
"55019","DUNDAS, MN",,"G",579,"G",3562,"G",14878,54
"55020","ELKO, MN",,"G",304,"G",2201,"G",9979,81
"55021","FARIBAULT, MN",,"G",10571,"G",80449,"G",347352,706
"55024","FARMINGTON, MN",,"G",3701,"G",30507,"G",135456,443
"55025","FOREST LAKE, MN",,"G",7281,"G",46073,"G",198116,739
"55026","FRONTENAC, MN","B","D",0,"D",0,"D",0,15
"55027","GOODHUE, MN",,"H",363,"H",2324,"H",12336,57
"55029","GRANDY, MN",,"G",19,"G",38,"G",154,6
"55030","GRASSTON, MN",,"G",35,"G",239,"G",1017,17
"55031","HAMPTON, MN",,"H",312,"H",1924,"H",10080,51
"55032","HARRIS, MN",,"G",356,"G",2039,"G",12635,73
"55033","HASTINGS, MN",,"G",9252,"G",66197,"G",279637,677
"55037","HINCKLEY, MN","H","D",0,"D",0,"D",0,113
"55038","HUGO, MN",,"G",3186,"G",23535,"G",104990,362
"55040","ISANTI, MN",,"H",1438,"H",8516,"H",37600,204
"55041","LAKE CITY, MN",,"G",2990,"H",29523,"H",118796,188
"55042","LAKE ELMO, MN",,"G",2122,"G",23399,"G",92196,274
"55043","LAKELAND, MN",,"H",433,"G",2732,"G",15634,82
"55044","LAKEVILLE, MN",,"G",13594,"G",113635,"G",471038,1223
"55045","LINDSTROM, MN",,"G",1152,"G",7379,"G",32166,178
"55046","LONSDALE, MN",,"G",441,"G",2628,"G",12537,100
"55047","MARINE ON SAINT CROIX, MN",,"H",213,"H",1278,"H",5941,61
"55049","MEDFORD, MN",,"G",807,"G",4713,"G",21834,89
"55051","MORA, MN",,"G",2966,"G",18761,"G",80560,235
"55052","MORRISTOWN, MN",,"G",231,"G",1716,"G",6662,33
"55053","NERSTRAND, MN",,"G",133,"G",817,"G",4881,25
"55054","NEW MARKET, MN",,"G",202,"H",1313,"H",5448,31
"55055","NEWPORT, MN",,"G",1285,"G",11191,"G",49571,109
"55056","NORTH BRANCH, MN",,"G",3111,"G",17959,"G",76915,317
"55057","NORTHFIELD, MN",,"H",12899,"H",91426,"H",372046,581
"55060","OWATONNA, MN",,"G",18612,"G",199183,"G",730855,798
"55063","PINE CITY, MN",,"H",2274,"H",11862,"H",49637,229
"55065","RANDOLPH, MN","B","S",0,"G",632,"G",3367,30
"55066","RED WING, MN",,"G",9686,"G",74868,"G",309442,601
"55067","ROCK CREEK, MN","A","S",0,"S",0,"H",348,5
"55068","ROSEMOUNT, MN",,"G",4863,"H",72980,"H",270252,429
"55069","RUSH CITY, MN",,"G",1221,"G",8479,"G",34612,112
"55070","SAINT FRANCIS, MN",,"G",824,"G",4443,"G",18893,116
"55071","SAINT PAUL PARK, MN",,"G",1231,"G",13528,"G",60962,74
"55072","SANDSTONE, MN",,"G",885,"G",4586,"G",19410,83
"55073","SCANDIA, MN",,"H",427,"H",2263,"H",9604,92
"55074","SHAFER, MN",,"G",140,"G",1373,"H",19607,38
"55075","SOUTH SAINT PAUL, MN",,"G",8947,"H",81802,"H",334115,454
"55076","INVER GROVE HEIGHTS, MN",,"G",4227,"G",32917,"G",141833,371
"55077","INVER GROVE HEIGHTS, MN",,"H",4100,"H",53855,"H",245797,320
"55078","STACY, MN","B","D",0,"D",0,"D",0,1
"55079","STACY, MN",,"H",946,"G",5123,"G",22916,140
"55080","STANCHFIELD, MN",,"G",212,"G",1295,"G",5879,47
"55082","STILLWATER, MN",,"G",12353,"G",96667,"G",406007,1114
"55084","TAYLORS FALLS, MN",,"H",469,"H",1153,"H",5119,48
"55085","VERMILLION, MN",,"H",96,"G",585,"G",2704,10
"55087","WARSAW, MN",,"G",26,"G",76,"G",309,4
"55088","WEBSTER, MN",,"G",374,"G",4557,"G",20696,51
"55089","WELCH, MN","G","D",0,"D",0,"D",0,35
"55090","WILLERNIE, MN",,"H",154,"H",932,"H",3839,16
"55092","WYOMING, MN",,"G",2813,"G",29145,"G",116155,232
"55101","SAINT PAUL, MN",,"G",21350,"G",339373,"G",1237974,765
"55102","SAINT PAUL, MN",,"G",28801,"G",459956,"G",1582503,788
"55103","SAINT PAUL, MN",,"G",7024,"G",68165,"G",297095,340
"55104","SAINT PAUL, MN",,"H",24581,"G",160737,"G",688603,1155
"55105","SAINT PAUL, MN",,"G",14775,"G",82784,"G",342985,671
"55106","SAINT PAUL, MN",,"G",6047,"G",33674,"G",143805,521
"55107","SAINT PAUL, MN",,"H",11411,"H",129604,"H",516665,378
"55108","SAINT PAUL, MN",,"G",11376,"G",136490,"G",543055,442
"55109","SAINT PAUL, MN",,"G",16467,"G",118900,"G",496073,1017
"55110","SAINT PAUL, MN",,"G",18921,"G",184502,"G",754196,1222
